userName,score,at,content,translated_content,sentiment
Irvannudin Ivan,4,2023-10-19 19:57:01,beri sedikit kemudahan dan agar bisa selalu lancar gampang di hafal simpel exskitif dari dalam aplikasi untuk lebih baik dan terus terbaik untuk semua pengguna,"provide a little convenience and so that it can always be smooth, easy to memorize, simple, exclusive from within the application to make it better and continue to be the best for all users",positive
Dokoni Desu,1,2023-07-08 18:23:32,"ukuran aplikasinya gede 70an mb, tapi fiturnya sedikit (bingung mau cari apaan disana) dan banyak bugnya","The size of the application is 70 MB, but the features are few (confused about what to find there) and there are lots of bugs",negative
Ica aulia Oktaviana,4,2023-07-10 08:44:28,Aplikasi nya sih lumayan bagus dan sebagian mem nct dream ada yang masuk cm nggak ada daftar mengikuti harap di perbaiki lagi🙏,"The application is quite good and some of the NCT Dream mems are logged in but there is no follow list, please fix it🙏",positive
Reilo G. Arvares,1,2023-07-07 12:14:58,Kenapa aplikasinya selalu mengalami bug saat ingin refresh? Gimana sih ini tolong diperbaiki secepatnya dong 😅,"Why does the application always experience a bug when trying to refresh? How is this, please fix it as soon as possible 😅",positive
Andre Aj,5,2024-06-07 10:31:18,apkalsi yang bagus,good apkalsi,positive
Ebit Eko Bachtiar,1,2023-07-11 16:23:26,Lencana gak bisa ditampilkan kembali di Instagram setelah tidak sengaja menghapusnya. Tolong berikan fitur pemgembalian lencana di Instagram.,Badges cannot be displayed again on Instagram after accidentally deleting them. Please provide a badge return feature on Instagram.,negative
Erwin arf,2,2023-07-06 08:54:07,"Pas pertama pakai lancar, tpi pas berselang lama malah muncul bug pas scroll kebawah tulisannya ikut ngikut, mohon segera diperbaiki 🙏🏻","The first time I used it it went smoothly, but after a while a bug appeared when I scrolled down and the writing followed, please fix it immediately 🙏🏻",positive
Ryuzen,3,2023-07-06 13:34:05,Overall udh bagus. Tapi untuk sementara karena masih banyak bug aku kasih 3 bintang dulu. Ya wajar juga sih karena app baru,"Overall it's good. But for now, because there are still lots of bugs, I'll give it 3 stars first. Yes, that's normal because it's a new app",positive
Humairah Khadijah Az-Zahra Syauqi Al Banjari,2,2023-08-16 19:01:41,Sayangnya tidak ada cara untuk mengembalikan lencana treads di profil Instagram setelah tak sengaja atau menang sengaja menyembunyikan nya.,Unfortunately there is no way to restore the threads badge on an Instagram profile after accidentally or accidentally hiding it.,negative
Alif Irham,4,2023-07-08 04:17:32,Overall bagus tambahkan video durasi panjang dan tambahkan translate di setiap postingan maupun di setiap komentar,"Overall, it's good to add long duration videos and add translation to every post and every comment",positive
bang Comed,1,2023-11-15 13:24:52,"Terpaksa install ni app. Kalau ga di-install, notif di Instagram nyala terus setiap habis buka app ig-nya.","Had to install this app. If you don't install it, the notification on Instagram will continue to flash every time you open the IG app.",negative
Friscilla Aprillia,1,2023-07-09 16:54:15,"Bug nya banyak banget, ketika di swipe tulisannya numpuk² ga bisa baca tulisan sama sekali","There are a lot of bugs, when you swipe the writing piles up, you can't read the writing at all",negative
Steven Widjaja,1,2023-07-06 07:27:09,Masih ada bug ya? Kalo scroll tampilan bertumpukan tidak teratur bahkan pindah dari home ke menu profile juga sama,"There is still a bug, right? If you scroll, the display is stacked irregularly, even moving from home to the profile menu is the same",negative
Radiveka Rafa,5,2023-07-06 06:30:33,"Aplikasinya bagus, namun mengapa threads tidak bisa mengganti akun secara cepat seperti di instagram,tapi saya tahu aplikasi ini masih baru, semoga dapat berkembang kedepannya.🙏🏻","The application is good, but why can't threads change accounts quickly like on Instagram, but I know this application is still new, hopefully it can develop in the future.🙏🏻",positive
Indriani Irfan,3,2023-07-26 02:07:32,Mungkin bisa menambahkan fitur translator bahasa apapun agar kita bisa tau arti dari postingan seseorang juga ada fitur save foto/video juga,"Maybe you can add a translator feature for any language so that we can know the meaning of someone's post, there is also a photo/video save feature too",positive
Samid Star,3,2023-07-06 10:47:41,"Tidak ada bug, namun kurang fitur: 1) Info Trend. 2) Voting pada utas. 3) Download media dari netizen di kolom komen","No bugs, but lacking features: 1) Trend Info. 2) Voting on the thread. 3) Download media from netizens in the comments column",negative
Awesome,4,2023-07-06 16:36:33,Sudah bagus. Akan tetapi belum bisa translate bahasa inggris dan bahass lainnya ke bahasa Indonesia.,"Already good. However, we cannot translate English and other languages ​​into Indonesian.",positive
Hoki Handika Putra,3,2023-07-06 05:37:11,"Secara overall oke sih. Paling masukan aja, tolong tambahakan fitur trending seperti twitter supaya lebih menarik lagi. Thanks 😄","Overall it's okay. Just a suggestion, please add a trending feature like Twitter to make it more interesting. Thanks 😄",positive
Faza Muallifah,1,2023-07-12 14:58:21,"Kembaliin akun gua!! ga suka banget apk nya, gaada bagus bagus nya, gua hapus apk nya malahan di hack akun gua, emosi lama' sorry ni klo kata' nya ga sopan gua uda emosi bngt, sebisa mungkin kembaliin akun gua di situ banyak kenangan'an filter' ig gua, do your magic ig plis gua mohon!!","Give me back my account!! I don't really like the apk, there's nothing good about it, I deleted the apk but my account was hacked, I've got old emotions, sorry if the words are rude, I'm really emotional, I'll try my best to restore my account, there's a lot of filtered memories.' my ig, do your magic ig please me please!!",positive
Lilian Sutanto,5,2023-07-30 03:57:22,"Wow !!! Bagus sekali aplikasi baru ini. Saya merasa aplikasi ini lay out nya seperti Twitter . Saya baru install aplikasi ini hari ini, karena di Instagram ada yang sudah menginstalnya. Lalu saya penasaran dan langsung menginstalnya juga.","Wow!!! This new application is great. I feel like this application has a layout like Twitter. I just installed this application today, because someone on Instagram had already installed it. Then I was curious and immediately installed it too.",positive
Defy Fitri,5,2023-07-13 03:34:03,"Aplikasi bagus dan mudah dipahami untuk pengguna pemula, tampilan nya mirip mirip Instagram kerennn, lucuuu gitu✨","Good application and easy to understand for beginner users, the appearance is similar to Instagram, cool, that's cute✨",positive
Upik Upik,1,2023-07-09 02:29:29,Ada bug 1. Keluar aplikasi terus logout bebarengan dengan IG 2. Tiba tiba force close Saran 1. Tolong ada fitur translate 2.simpan foto dan video,There is a bug 1. Exit the application then log out at the same time as IG 2. Suddenly force close Suggestions 1. Please have a translate feature 2. Save photos and videos,positive
Irma Kurnianingsih,5,2024-02-05 15:11:56,"bagus, merasa lebih dekat dengan banhak orang secara online","great, feel closer to lots of people online",positive
Dimas Y,3,2023-07-06 07:55:32,"Terdapat glitch yang super duper mengganggu, ga bisa ngeliat apa"" huhu.. padahal pingin nyoba juga","There is a glitch that is super duper annoying, can't see what it is"" huhu.. even though I want to try it too",positive
FATIMAH FEBRIANA,1,2024-07-11 18:51:46,"Bnyk gaya IG !!! Aplikasi ini sampah !!!!!!🤮🤮🤮🤮😡😡😡😡 bergurulah kau IG sama tiktok, tiktok tuh lebihhhh bagusssss !!!👍👍👍👍 IG aplikasi sampah!!!!","Lots of IG styles!!! This application is trash!!!!!!🤮🤮🤮🤮😡😡😡😡 learn from IG with TikTok, TikTok is even better!!!👍👍👍👍 IG is a trash application!!!!",negative
Firdaus Kurniawan,1,2023-07-20 02:50:02,"Harus nya sih log in aplikasi nya semua aplikasi meta jangan cuman ig saja,terus kalau bisa ada fitur daftar nya juga.","You have to log in to all meta applications, not just IG, and if possible, there is a register feature too.",negative
Alga Wahyu Aditya,4,2023-09-12 13:04:50,"Sebenarnya sudah bagus, sayang fitur seperti hastag masih belum tersedia, semoga diupdate terbaru mas Mark Zuckerberg nambahin banyak fitur keren.","Actually it's good, unfortunately features like hashtags are still not available, hopefully the latest update, Mark Zuckerberg, adds lots of cool features.",positive
KD. Agus Mahardika_07,4,2023-07-10 13:41:14,"labih baik dari apk berlogo burung, dan lebih lancar waktu scroll, tanpa ada bug.","better than the apk with the bird logo, and smoother when scrolling, without any bugs.",positive
Pedagang Keliling,1,2023-07-11 06:06:06,"Pertama kali buka layar langsung bergetar, berkedip sampe tulisan sama foto ga bisa diliat ... 😂🇯🇵😂","The first time I opened the screen it immediately vibrated, blinking until the text and photos couldn't be seen... 😂🇯🇵😂",negative
Mansur Wibisono,5,2024-05-23 04:26:12,Bagus banget aplikasi jya,Very good application too,positive
Ai Aprilia04,4,2023-07-07 05:50:56,"Not bad sejauh ini, bug wajar sih mungkin karena baru launching.. kedepannya perbaiki aja min, good job","Not bad so far, bugs are normal, maybe because it's just launched... in the future, just fix it, bro, good job",negative
Muhammad Hikam Ahsan,3,2023-07-06 03:02:33,"Dah bagus, cuman bakal lebih bagus kalo support buat ngirim file HD. Bakal bantu banget buat illustrator pasarin gambar nya.","It's good, it would only be better if it supported sending HD files. It will really help illustrators to market their images.",positive
Nani Setiani,3,2023-07-08 05:47:06,"Semenjak ada Threads, instagram error karena ada BUG nya. Tolong lebih diperbaiki lagi sistemnya","Since there were Threads, Instagram has been having errors because there is a BUG. Please improve the system further",positive
Kurniawan,1,2023-07-11 05:20:22,"Banyak bug,, upload foto gak bisa, ngetik hilang sendiri, layar seperti blank gak bisa di scrooll","Lots of bugs, I can't upload photos, typing disappears by itself, the screen looks like it's blank and I can't scroll",negative
Uniko 512,3,2023-07-06 10:50:22,"Saya pengguna ponsel asus m2 dan terdapat bug glitch di aplikasinya, namun saat buka instagram ini tidak terjadi.. mohon di fix","I use an Asus M2 cellphone and there is a glitch bug in the application, but when I open Instagram this doesn't happen... please fix it",negative
Muhammad Zainul Amri,3,2023-07-07 10:06:04,Tolong di fix: tidak bisa memposting foto yang tersimpan dari Instagram dan mengalami force close.,Please fix: can't post photos saved from Instagram and experience force close.,negative
ajib,4,2023-07-25 10:34:03,"udah bagus cuma kurang fitur translate nya, so please adain fitur translate. butuh bangett!","It's good but the translation feature is lacking, so please add a translate feature. really need it!",positive
Fitri Rahayu,5,2023-07-06 14:54:01,Bagus banget aplikasinya simple tapi mungkin next diperbaiki bugnya dan perbanyak fitur-fitur yang memudahkan pengguna 🙏,"It's really good that the application is simple, but maybe next time the bugs will be fixed and more features will make it easier for users 🙏",positive
Dwi Alfian Hadi Santoso,4,2023-07-08 12:09:39,"Sebenernya sudah mulai bagus, cuma saran aja sii kalau ada konten/balasan yang diapus mending gausah ditampilkan lagi 1 balasan agak ganggu ajasiii","Actually, it's starting to get better, just a suggestion, if there is content/replies that are deleted, it's better not to display them again. 1 reply is a bit annoying, ajasiii",positive
Khisman Khis,5,2024-03-06 21:09:38,"Saya hanya ingin coba coba saja aplikasinya, bagus atau tidak","I just want to try the application, whether it's good or not",positive
Brahmanta Murti,5,2023-07-08 01:04:05,"Aplikasinya simple, familiar, dan menarik 👌👌, mungkin untuk saran nanti bisa ada hastagnya....","The application is simple, familiar and interesting 👌👌, maybe for suggestions later there can be a hashtag...",positive
