text,positive_sentences,positive_score
sudah bagus tapi tambahin fitur pinned edit postingan dan hastag,sudah bagus tapi tambahin fitur pinned edit postingan dan hastag,1
aplikasi ini jelek sekali dari nama saja tidak tarik saya benar malas kalau aplikasi dikelolah oleh meta karena atur meta keras coba lihat tiktok kalau tidak benar iya sudah dia minta hapus kan aman bukan sangsi harus di terap,aplikasi ini jelek sekali dari nama saja tidak tarik saya benar malas kalau aplikasi dikelolah oleh meta karena atur meta keras coba lihat tiktok kalau tidak benar iya sudah dia minta hapus kan aman bukan sangsi harus di terap,1
bagus siih tapi tolong iya buat threads bhasanya tolong di transletein soal tidak erti bahasa lain kayak bahasa china di translete bahasa indo,bagus siih tapi tolong iya buat threads bhasanya tolong di transletein soal tidak erti bahasa lain kayak bahasa china di translete bahasa indo,1
mau kasih saran ini kasih translate terjemah buat yang seperti bahasa korea atau inggris buat orang yang tidak tahu bahasa di update lagi agar banyak yang dowload terimakasih,mau kasih saran ini kasih translate terjemah buat yang seperti bahasa korea atau inggris buat orang yang tidak tahu bahasa di update lagi agar banyak yang dowload terimakasih,1
lama pakai aplikasi ini dari batre turun jadi boros sekali mohon di baik bug nya,lama pakai aplikasi ini dari batre turun jadi boros sekali mohon di baik bug nya,1
banyak bug wajar saja aplikasi baru lahir baik lagi min,banyak bug wajar saja aplikasi baru lahir baik lagi min,1
saran bagus saya adalah dapat tambah beberapa akun untuk harus dapat bawa jangkau banyak orang tapi sayang tetap saya kasih bintang dulu untuk sementara karena baru pertama kali saya pakai threads ini dan akun juga tolong tambah lagi bagai multiply akun harus yang banyak iya terima kasih untuk ulas dari saya,saran bagus saya adalah dapat tambah beberapa akun untuk harus dapat bawa jangkau banyak orang tapi sayang tetap saya kasih bintang dulu untuk sementara karena baru pertama kali saya pakai threads ini dan akun juga tolong tambah lagi bagai multiply akun harus yang banyak iya terima kasih untuk ulas dari saya,1
aplikasi baru yang pasti di buka tiap waktu connect ke instagram jadi tidak perlu repot cari teman nice,aplikasi baru yang pasti di buka tiap waktu connect ke instagram jadi tidak perlu repot cari teman nice,1
ada bug pas buka tiba tiba layar seperti gar semua tolong perhati dan baik,ada bug pas buka tiba tiba layar seperti gar semua tolong perhati dan baik,1
bagus saja apknya tapi tolong tambahin fitur translet dong agar tahu artis favorite ngirim pesan apa sudah itu saja saja keluh,bagus saja apknya tapi tolong tambahin fitur translet dong agar tahu artis favorite ngirim pesan apa sudah itu saja saja keluh,1
bagus tapi minus fitur translate kalau dapat tambahin terima kasih,bagus tapi minus fitur translate kalau dapat tambahin terima kasih,1
random sangat feednya padahal tidak follow jadi beranta interface cuma basic putih,random sangat feednya padahal tidak follow jadi beranta interface cuma basic putih,1
dapat tidak saja adain fitur sembunyiin user threads yang berapa kan diig kalau kita main threads pasti dibio profile ada misal aku guna threads yang ke jadi otomatis pasti ada tulis please deh malas sangat kalau ada itu,dapat tidak saja adain fitur sembunyiin user threads yang berapa kan diig kalau kita main threads pasti dibio profile ada misal aku guna threads yang ke jadi otomatis pasti ada tulis please deh malas sangat kalau ada itu,1
postingan orang yang tidak kita ikut muncul di beranda cara random itu ganggu sangat x is better,postingan orang yang tidak kita ikut muncul di beranda cara random itu ganggu sangat x is better,1
selalu ke force close tiap mau upload foto sudah laporin masalah tapi masih begitu juga,selalu ke force close tiap mau upload foto sudah laporin masalah tapi masih begitu juga,1
error tidak dapat pakai jadi baru login mau scroll sudah kacau gitu saja tolong baik lagi,error tidak dapat pakai jadi baru login mau scroll sudah kacau gitu saja tolong baik lagi,1
twitter is masih better threads ini isi cuma artis dan selebgram cari perhati yang haus engangement lebih tidak ada yang bagus dari aplikasi ini,twitter is masih better threads ini isi cuma artis dan selebgram cari perhati yang haus engangement lebih tidak ada yang bagus dari aplikasi ini,1
waktu nonaktif akun dan ingin hidup kembali bahkan terus terus jadi salah dan tidak dapat login lagi,waktu nonaktif akun dan ingin hidup kembali bahkan terus terus jadi salah dan tidak dapat login lagi,1
kenapa harus di blok akun saya baik kalau login jangan pakek instagram,kenapa harus di blok akun saya baik kalau login jangan pakek instagram,1
aplikasi nya bagus kalau beranda kalian getar atau glith nonaktif mode gelap di instagram atau di atur hanya mode terang,aplikasi nya bagus kalau beranda kalian getar atau glith nonaktif mode gelap di instagram atau di atur hanya mode terang,1
gara gara install ini aplikasi beranda ig saya jadi ikut urut waktu sama sekali tidak suka tolong kembali beranda ig saya ke postingan populer,gara gara install ini aplikasi beranda ig saya jadi ikut urut waktu sama sekali tidak suka tolong kembali beranda ig saya ke postingan populer,1
bagus saja dapat jadi ganti twitter kalau dapat tambah lagi fiturnya,bagus saja dapat jadi ganti twitter kalau dapat tambah lagi fiturnya,1
tolong update lanjut adakan fitur untuk unduh gambar foto dan video,tolong update lanjut adakan fitur untuk unduh gambar foto dan video,1
baru download hari ini belum tahu bagus tidak saya coba dulu iya kalau bagus iya auto bintang,baru download hari ini belum tahu bagus tidak saya coba dulu iya kalau bagus iya auto bintang,1
belum dapat di pakai di scroll masih banyak bugny dan tidak lihat tolong baik lagi,belum dapat di pakai di scroll masih banyak bugny dan tidak lihat tolong baik lagi,1
tambahin tranding topik atau hastag agar mudah cari terupdate,tambahin tranding topik atau hastag agar mudah cari terupdate,1
moga makin baik iya aplikasi agar dapat moveon juga dari aplikasi burung biru hehehe,moga makin baik iya aplikasi agar dapat moveon juga dari aplikasi burung biru hehehe,1
saran feature tambah tombol navigasi terjemah untuk mudah guna dari negara luar bahasa,saran feature tambah tombol navigasi terjemah untuk mudah guna dari negara luar bahasa,1
apknya bagus dan seruu mungkin nanti kalau di upgrade lagi dapat up voice note kali yh supaya tambah seru,apknya bagus dan seruu mungkin nanti kalau di upgrade lagi dapat up voice note kali yh supaya tambah seru,1
perfect app daripada twiter yang banyak atur moga aplikasi ini dapat kembang maju daripada belah,perfect app daripada twiter yang banyak atur moga aplikasi ini dapat kembang maju daripada belah,1
masih suka ngebug tiba tidak dapat log in mungkin masih tahap kembang,masih suka ngebug tiba tidak dapat log in mungkin masih tahap kembang,1
aplikasi nya bagus mirip twitter moga dapat lebih kembang maju kepada walaupun ini baru rilis,aplikasi nya bagus mirip twitter moga dapat lebih kembang maju kepada walaupun ini baru rilis,1
aplikasi baru rilis dan masih tahap kembang sudah bilang saya telah temu beberapa bug di aplikasi threads ini tidak semua aplikasi yang baru rilis sudah beres semua tol pemograman tidak mudah hitung duit,aplikasi baru rilis dan masih tahap kembang sudah bilang saya telah temu beberapa bug di aplikasi threads ini tidak semua aplikasi yang baru rilis sudah beres semua tol pemograman tidak mudah hitung duit,1
bagus untk buat inspirasi untuk orang banyak,bagus untk buat inspirasi untuk orang banyak,1
saat memosting foto banyak sekaligus aplikasi tiba tiba keluar sendiri dengan tulis threads telah henti mohon untuk pihak aplikasi segera baik terimakasih,saat memosting foto banyak sekaligus aplikasi tiba tiba keluar sendiri dengan tulis threads telah henti mohon untuk pihak aplikasi segera baik terimakasih,1
overall bagus cuma masih ada bug dan hal lain yang harus di tambah seperti hastag search keyword trends media bookmark pin post dan lain dan moga standar komunitas di app ini tidak se konyol di facebook,overall bagus cuma masih ada bug dan hal lain yang harus di tambah seperti hastag search keyword trends media bookmark pin post dan lain dan moga standar komunitas di app ini tidak se konyol di facebook,1
gara gara instagram buat aplikasi threads ketika saya log in thread bahkan force close tolong instagram baik jangan buat aplikasi sampah,gara gara instagram buat aplikasi threads ketika saya log in thread bahkan force close tolong instagram baik jangan buat aplikasi sampah,1
good app tapi masih belum dapat banyak ikut selamat lebaran,good app tapi masih belum dapat banyak ikut selamat lebaran,1
min tambahin fitur download nya dong kaya misal kita lihat foto terus di pojok kiri atas ada downloader nya begitu seperti twitter dan hal bagai mohon di baca min,min tambahin fitur download nya dong kaya misal kita lihat foto terus di pojok kiri atas ada downloader nya begitu seperti twitter dan hal bagai mohon di baca min,1
upload gambar thumbnail nya buram semua hanya abu abu saat refresh di tombol home rekomendasi threads banyak bahasa bule tambah susah lagi tidak ada fitur terjemah,upload gambar thumbnail nya buram semua hanya abu abu saat refresh di tombol home rekomendasi threads banyak bahasa bule tambah susah lagi tidak ada fitur terjemah,1
sama seperti twitter tidak ada abuse user akun aku masih sepi dapat upload foto gambar meme dengan lancar meski kualitas nya tidak hd atau hq masih belum temu bug,sama seperti twitter tidak ada abuse user akun aku masih sepi dapat upload foto gambar meme dengan lancar meski kualitas nya tidak hd atau hq masih belum temu bug,1
bagai guna twitter coba dulu iya belum dapat komen banyak mudah mudah kedepanyan ini aplikasi tidak terlalu identik dengan instagram harus ubah ke arah yang lebih baru,bagai guna twitter coba dulu iya belum dapat komen banyak mudah mudah kedepanyan ini aplikasi tidak terlalu identik dengan instagram harus ubah ke arah yang lebih baru,1
baru upload foto sudah eror dari pagi sampai sore seperti tidak kelar kelar upload padahal file nya kecil size nya tunggu update nya,baru upload foto sudah eror dari pagi sampai sore seperti tidak kelar kelar upload padahal file nya kecil size nya tunggu update nya,1
saya suka sekali aplikasi ini,saya suka sekali aplikasi ini,1
alternatif x moga depan lbh baik iya threads,alternatif x moga depan lbh baik iya threads,1
sangat tarik,sangat tarik,1
suka dengan berita dari facebook,suka dengan berita dari facebook,1
baru mau coba apakah aplikasi ini hebat,baru mau coba apakah aplikasi ini hebat,1
saya tidak muat konten negatif apa dan tidak komentar negatif akun saya bahkan beku oleh pihak treads kenapa iya kok akun porno akun tidak jelas fake account akun yang bagi hal yang sifat negatif bahkan biar seliwer,saya tidak muat konten negatif apa dan tidak komentar negatif akun saya bahkan beku oleh pihak treads kenapa iya kok akun porno akun tidak jelas fake account akun yang bagi hal yang sifat negatif bahkan biar seliwer,1
sangat bantu dan dapat punya banyak teman,sangat bantu dan dapat punya banyak teman,1
redmi note profesional masih banyak bug saat scroll dan pindah ke lain semua teks gambar dan lain tumpuk jadi satu layar,redmi note profesional masih banyak bug saat scroll dan pindah ke lain semua teks gambar dan lain tumpuk jadi satu layar,1
tolong banyak fitur baru seperti dapat login beberapa akun terus fitur notifikasi nya juga di bedain agar tidak campur mana yang sudah di follow atau belum,tolong banyak fitur baru seperti dapat login beberapa akun terus fitur notifikasi nya juga di bedain agar tidak campur mana yang sudah di follow atau belum,1
menge bug parah tulis tumpuk pas di scroll benar benar tidak dapat baca sama sekali dari awal download sampai uninstall terus download lagi belum dapat pakai juga,menge bug parah tulis tumpuk pas di scroll benar benar tidak dapat baca sama sekali dari awal download sampai uninstall terus download lagi belum dapat pakai juga,1
mantap yang tampil,mantap yang tampil,1
aplikasi nya sudah bagus tapi kalau dapat ditambahin fitur translate soal saya jadi bingung kalau bias saya posting pakai bahasa korea tapi saya tidak erti,aplikasi nya sudah bagus tapi kalau dapat ditambahin fitur translate soal saya jadi bingung kalau bias saya posting pakai bahasa korea tapi saya tidak erti,1
sebenernya aplikasi sudah bagus tapi kenapa telah itu akun instagram saya tidak dapat buka tiap buka aplikasi instagram keluar sendiri mohon untuk segera benar bug ini terimakasih,sebenernya aplikasi sudah bagus tapi kenapa telah itu akun instagram saya tidak dapat buka tiap buka aplikasi instagram keluar sendiri mohon untuk segera benar bug ini terimakasih,1
threads adalah aplikasi yang bagus karena ada threads kita dapat kenal orang yang ada di luar sana,threads adalah aplikasi yang bagus karena ada threads kita dapat kenal orang yang ada di luar sana,1
saya temu bug di aplikasi ini tidak ada menu keranjang kuning perlu banyak baik karena biasa saja aplikasi tidak ada inovasi kalau dapat aplikasi yang hasil uang juga bukan cuma dosa jadi meta bukan mata mata,saya temu bug di aplikasi ini tidak ada menu keranjang kuning perlu banyak baik karena biasa saja aplikasi tidak ada inovasi kalau dapat aplikasi yang hasil uang juga bukan cuma dosa jadi meta bukan mata mata,1
tambahin fitur translet bahasa dong bagi saya yang tidak erti bahasa asing untuk nikmat utas orang lain yang pakai bahasa asing jadi tidak dapat nanti telah ada fitur translet saya akan edit ulas saya jadi bintang mantap sudah di tambah fitur nya,tambahin fitur translet bahasa dong bagi saya yang tidak erti bahasa asing untuk nikmat utas orang lain yang pakai bahasa asing jadi tidak dapat nanti telah ada fitur translet saya akan edit ulas saya jadi bintang mantap sudah di tambah fitur nya,1
